homepage,amount
adasrn.com,542283076022
noopspool.com,541905567961
twitter.com/ProjectNTK,538332492904
bisoncoin.io,537766753675
pool_id_4210,535152749742
silvercitystaking.com,524064810598
latamstaker.com,518639669286
petloverstake.com,514187995752
harmonicpool.on.fleek.co,512959390854
alfa-pool.com,512157036365
cardano.ubqt-splice.com,511158616223
rtistpool.carrd.co,510307811333
ada9000.io,508600532937
oneequity-staking-pool.com,508084870764
stake.care,506159070022
salmonpool.io,505597569984
kibatsu.club,502799723593
berchpool.com,501403183481
stakelake.com,501244942157
fatfrog.io,501213254456
github.com/tienna,498846714585
themoneypool.uk,488917061454
ispo.occam.fi/project/4,488292979270
chilledkongs.com/pool,484912401753
castlecardano.com,479918921268
lkbh-pools.org,471117908770
nexuspool.org,466110492720
adacardano.ro,463267642437
juststaking.com,461855870782
theblueorange.io,458751436169
cardabros.com,457392074614
pumppool.github.io,455238325494
vadapool.com,454841044652
meld.com,453546539177
bikestake.com,453529791284
campfire-stake-pool.com,447421677982
exweb.it,445049950290
oleum.net,443677318565
degas-pool.com,442349690404
meritus.work,441908954306
blueskystaking.com,439953919360
poemstakepool.com,439460205838
alizeb.com,438285841130
grahamsnumberplus1.com,432681844326
pandapandapool.net,431770618207
honeystake.com,426108543013
metamorphys.github.io/EucalyptusPool,422673938661
adaxstaking.io,419969171966
nemo.global,416163910626
perplexus.io/dao-pool,415272969599
pool_id_4713,414604165893
pool_id_2579,413436405205
blockproducer.io,409369920120
uniscroll.io,409063020164
icryp.net,406598582808
pool_id_937,404048735202
ada.tdot.finance,402029538233
xor-nand.io,393353075932
amscardanopool.com,391210230414
ideal-stake-pool.com,389056321478
teamstaking.com,384157970495
rogpool.com,384045757166
dappslatam.com,380889953048
twitter.com/hoskpool,380262268806
loxeinc.com,372791979997
diing.com,371966889831
adanaut.com,370831014129
politikoz.io,364575340142
relaypool.com,361724837573
thecardanocrew.io,360515739900
womenpool.net,356649380560
adahero.com,355571307132
ada-quest.com,354942814623
pool_id_3751,354643380931
cardanostake.io,353609879281
WinePool.io,350414804308
twitter.com/HexadecimalPool,350300749239
best-pool.net,349381151110
hivestaking.com,349018730349
twitter.com/nkr_1234,348252979082
kirkstone.io,339815517288
mamakpool.com,339477070630
adamantiumca.github.io/Home,339462509827
epicpool.eu,337994354703
cardano.afterschoollabs.io,337005217192
wolverinestakepool.com,335509722760
mcwhirter.com.au,334048964296
dynamicstrategies.io,332190767031
vivacardano.com,330825768979
cbosp.com,330228820038
raidpools.com,329156673234
evaginger.com,329030879007
freshpool.ca,328704698586
blistering.io,328655064724
twitter.com/smilerosepool,328362950592
signaturestaking.com,324218844498
bakrypt.io,322877241704
paradise-staking.com,322832781698
18.119.65.114/index.html,318783936519
panl.org,318775969705
pool_id_3476,311027557172
mostaking.com,310381779407
adaperks.com,309531552963
hinomaru.blog/lp/hinomarustakepool,308893442788
corstakepool.com,308788157464
lakecardano.com,307938393681
sites.google.com/view/thrvdada,301826916709
docs.discoin.family,300913487345
knoxprotocol.com,298457929007
cardanohub.net,296157664017
adapool.bananabit.net,295026965669
vaporpool.eu,294784201087
youtube.com/c/InvestX,294611056111
kyoku-pool.online,294121595416
blocpool.com,291897940783
TexasStakeHouse.com,291347446181
milpools.com,288564115717
froggies.vercel.app,286695775047
lungurazvan.ro/cardano,282954510087
sites.google.com/view/poolblessvenezuela/p%C3%A1gina-principal,280416773775
histake.eu,274294019638
cardanox.info,270592755440
twitter.com/theeccentricowl,268487493565
pool_id_1498,264935560683
anzpool.com,264378625473
btcs.com,263348615678
commerce.sleepingnatives.org,263013222559
stakepools.africa,262578070419
stakeitbetter.com,261667887829
lgbtqpool.com,261045590822
twitter.com/flux_pool,257878349012
fast-g-pool.com,251205059347
twin-staking.com,250232279864
cardalonia.io,248911582021
coconutpool.com,246350948188
alpencardano.io,243900846152
pdtpools.io,241853380536
devilpool.org,240277530414
xppx.io,239313457913
techs2help.ch,238691219393
socalstakepool.com,237006387839
tobamint.io,236233789192
dbooster.io,236076273858
lendpool.org,235763399656
vnpool.xyz,235586567099
anfra.io,234768131046
pieceofstake.com,234702592587
cardanodo.com,233739292376
plebpool.com,232631526618
fightpool.io,228344042899
saigon.online,226348598737
TheMorphium.io,223662547075
2six4.com,221804950460
cardanopool.es,220966435956
allcha.in,220554939548
renewpool.ch,220413225988
midgard.digital,218347252142
truestaking.com,218046113203
lighthousestakepool.com,216204134221
pool.adaph.io,215447177527
carbonarapool.wixsite.com/carbonara,215188929220
adapool.at,214412744596
dentedmoon.com,213621648574
pool.ravendex.io,213499000244
gainspool.com,211163152854
stakeshift.team,211152288561
ada247.net,210296198970
flowrpool.com,209708625473
greatstakepool.com,209656469381
pool_id_3627,208346880579
rootstakepool.eu,207535969242
hwlegnano.it/cardano,206980431037
reitcircles.com,206847204779
stakechaiin.io,205258163523
twitter.com/corazondecabo,203979086737
gomapool.com,203787985799
pool_id_6548,203135254050
twitter.com/shiodome47,202624766640
ada-darkpool.com,201932821933
sharethelovelace.xyz,200790966635
twitter.com/BizarreStarsNFT,200220140392
upbit.com,200000000000
pool_id_4904,199555631908
wookie-nation.com,199122449579
phlovers.org/fruit,196751560478
DreamCardano.com,195553126017
bitcat365.com,194228050727
arrk.live,193541905973
wayacollective.com,191648377844
cardano.weebl.me,191544306552
elemental-staking.com,191104316985
adapools.org/pool/726f46e3179898154ef9cfbd0fdf5f0bf70b53aabcbc642f05e8b3d7,190063805583
litstaking.com,189302915244
ilukapool.com,189293579067
AvocPool.com,187739383792
adpl.swebe.vn,186878521883
mateada.club,185506245363
retrostakepool.com,183679494859
adazoo.com,181338895606
cardano.netspectrum.com:3002,180482481453
nizi-stake-pool.com,176962147034
cypherkicks.com,176842117078
froge.world,176665669495
ada-thailand.com,175646168090
falconstakepool.com,174607432308
prosperspective.com,171842102533
smart-node.com,171466643862
fytoboros.com,169740697134
mokumstakepool.com,168771688157
vetspool.io,168350152881
cardanions.github.io,167296377632
antimo.io,167254870428
feel-mining.com,165060550164
dltsecure.net,164249021525
stakeithere.com,163199985262
hodlerstaking.com,162339477073
cardano.org/stake-pool-delegation,162133090657
knightsofada.com,160335609322
spice-pool.com,159504998217
twitter.com/Fine_stake_pool,158394943052
cryptopoolparty.com,156014530752
pool_id_2494,155476779806
twitter.com/yuzuppy1,155065595816
eztero.github.io/TricahuePool/index.html,154807908450
pmware.ca,152787766237
pool_id_2262,150990903879
meapool.com,150299052481
adavibe.eu,150204736851
red-sky.one,150140825557
7pool.io,149930805392
ada.stakingkakis.com,149532836651
adapunkz.io/pool,148397241111
pool_id_1443,145469348917
hanabi-stakepool.jimdofree.com,145313968313
pool_id_1444,144257381021
bitterbalpool.nl,143442218099
breizhstakepool.io,142210468817
github.com/uniVocity/shopify,142183807046
orpheus-antpool.github.io,141314567927
pool_id_1442,140791021550
github.com/ronaldderksen/cardano,138155411669
lovelike.io,137765447128
easterntownhall.com,137407399079
pool_id_3397,137392698948
sanskys.github.io,137222962053
ada-czech.org,135904858964
deependpool.net,135851615737
pool_id_1437,135569726399
pool_id_2866,135110706150
netsecology.io,133396337804
bkvpool.com,132744516467
moralesstakepool.io,132407378719
pool_id_1497,131917253340
pool_id_4792,130979921913
EnactPool.com,130885002129
pool_id_1445,130377442594
adagogo1.com,129756116088
cdncardano.com,129397199008
pool_id_3396,129206604116
bit.ly/CryptoNOBES,129139002183
pool_id_1441,128156626502
standardize.network,127244136823
gdefipool.com,127161313631
staca.co,126861922798
hashquark.io,125726563996
redhotpawn.com,125505074602
coinminter.io,124497618310
pool_id_1440,124122312269
pool_id_3398,123366583236
hamster-stake-pool.de,123216149544
humanity-pool.com,122574902676
riverpool-crypto.com,121920065943
alliancestakepools.online,121899255925
spklpool.com,121270904527
twitter.com/PoolKaya,120917576786
rainstake.io,119247715633
beadapool.com,119119849126
PatriotsPool.com,118707045047
pool_id_2773,117793913140
stakepool-germany.de,117675213019
stakenoble.com,116862388028
arthurjgoldman.com,115071676867
holastakepool.com,114960842507
sonarch.io,114584460839
ADAMDWST.com,114485807389
staking.monozeros.ch,113620288299
dex.adax.pro,113117667679
ada.CountessOfLovelace.io,111715189224
pool_id_3467,111658254588
github.com/docvlad51/p.git,110497619322
pool_id_4367,109807805211
noms-stakepool.com,109407819397
free-york.com,108862358507
stakepool.obiobi.at,108557506274
cardano.gratis,107293659393
hephy.io,106551876989
soillada.com,106086403393
pools.cardano.icodeit.io,105455265308
tokhun.io,104898964789
dpadapools.com,104563835929
goodpanj.org,104450371145
zenholdings.io,104417967278
pool_id_3022,104395750069
eyeoftheking1.wixsite.com/eokschpool,103690984800
solydar.org,102639382868
bakon.dev,102451595400
cardano-france-stakepool.org,102416728687
pool_id_3781,102330874046
stakepool.guru,102185407812
adapools.org/pool/1ed9bb5ed9e686c0ae6bfbcd8f61f7189b56c77d1ec42eb2b3465323,101911304504
adasquirrel.com,101830976547
youtube.com/channel/UCjjemil6xWcM8rC465xoNgA,101755827403
thkpool.com,101575358376
dynopool.com,101307980158
golgi-pool.it,100407195049
pool_id_2889,100063029620
spo.livemusic.show,99997700265
pool_id_4773,99627906165
stakepool.ninja,99481757001
szero.us,98886099004
cryptopool.dev,98322788952
elladapool.online,98168042761
teslapool.io,98096885856
whalewallet.io,97686029728
cleanwaterstakepool.com,97528907235
thecryptobuff.com,97409747511
onetreeblock.com,97183440419
cardano-tools.io/europool,95833222727
phillystake.com/cardano,95642904459
github.com/korea-gazuaa,94196764538
aegis.eagle.fish,94155393578
deni64k.online/cardano,94060674523
fehupool.net,93860164944
cardanoadapool.wixsite.com/pvtstakepool,93758839148
pool.watchavideo.com,92446114964
chfpool.wordpress.com,91805643534
cpoolsunited.com/pool?id=ERA,91451092972
pool_id_4984,91248238303
cardenpool.org,91199021837
khanpool.com,90633080878
coudrebros.eu,90374931404
github.com/gitmachtl/StakePool-Operator-Tools-Alliance,89986972998
agua.gratis,89425067399
discord.com/invite/yA9cAtD3et,88326075618
pool_id_1721,88307707367
pool.astch.com,88049209785
groot.earth,87938711237
zorbapool.com,86762617498
cardanosushi.com,86423139966
AVAcsp.com,85413156987
cpoolsunited.com/pool?id=CPU,84652595278
staking.snode.co,84260780376
profiler.biz,84086535709
cardofortress.com,83409185418
julienaklei.com/cardano,82664574727
cnftpool.com,82641852173
sheinixstaking.github.io,82362729709
able-pool.io,82239243089
norbpool.club,82205298256
cardanoforge.io,82177597785
twitter.com/maple_pool,81706698207
scifipool.com,81645498924
riscv-pool.tech,81273574003
kraymerica.com,80793584249
cardano.dantup.com,78428171689
ambassadors-guild.io,77777607590
stakevault.io,77757666664
technotes.asia/adapool,77339928218
blockspaces.io,76745112003
pool_id_2883,76133072833
cryptoman.tech,75381751408
stakecardanopool.com,74725478028
krewe.cloud,74597368355
selldone.com,74249641370
stake-blue.com,73321517726
impacthk.org,72970520322
coffr.info,72724668586
ugcapitalventure.com,72536575158
adagir.com,72016454772
plotcardano.com,70479119233
cryptyolo.com,70256405919
dekrom.dev,69772315528
stakegreen.com,69772191091
greenpoolada.com,69702446194
colonystake.com,69552007935
ada-pool.cloud,69428558419
trickster.fi,69331238893
stakepoolada.com,68462627200
AskCharlesAnything.com,68311446220
skullys.io,67744961066
theparallelrevolution.com,67609919117
plutusoracle.com,67580712884
google.com,67525353324
adaberrypi.com,67263928561
pool_id_2538,66714949646
steekpoel.nl,66654055626
crypto.ro,66533741530
forbole.com,65948850672
weareadacardano.com,65597464880
tkcoin.org/tikpool,65359106863
ada.poligram.de,65278053868
skadea.de,64401858412
adapools.org/CUTE,64383780920
lafrontiera.net/cardano,63907383326
cardanotec.com,63625533282
h3artpool.com,63541565296
informatik-spezialist.ch,63484182995
pool.uwabl.io,63385165177
twitter.com/Oveis_HJ,63373649726
twitter.com/cellpoolCZ,63310014559
turbocookie.com,62156811195
ceap.io,61263972880
pool_id_4201,60915641757
spo.clydedev.com,60857441044
peakstaking.com,60593689207
staking.coinceylon.com,59437827810
HKBeyondr.io,58495601802
sliceofstake.com,58452415494
ccodexstakepools.com,57805796436
timmyverse.com,57518437609
nectr.one,57201091950
mi-defi.com,57163562718
pool_id_114,56595567454
lucid.rizome.io,55750357488
trrxx.github.io/Dojo-Stakepool,55103508542
monedacloud.io,54677586007
cardinos.io/stake,54299161320
earthnatives.io,54270695631
chimpy.click,54167640734
twitter.com/AdaMXPool,54001682494
gibon.online,53984363508
trumpfanpool.github.io,53884014149
beampool.io,53068375099
empowerstakepool.com,52945476300
foo.com,52731247523
en.wikipedia.org/wiki/Philippines,52549430350
lamportpool.com,52344562666
adatradepool.com,52326222557
blockchainpilots.io,52120102745
pool_id_928,51498021487
pool_id_5066,51019793331
p3lol.de,50863795165
twitter.com/beehivepool,50795104469
1pct.net,50779346202
fatstakes.com,50678980281
catalystcircle.io,50148646982
bedrockstaking.com,50116148072
unsigned_algorithms.hns.to,50042699637
cardanify.com,49698456441
avenepool.com,49477688476
papertopia.io,48891699218
youtube.com/watch?v=d-diB65scQU,48658671638
beerpool.io,48120337113
cardanoromania.ro,48110383251
cryingmybest.com,47965850828
kowloon-central.github.io/kowln,47918746316
flownode.xyz,47905810504
pool_id_2843,47719746537
tap.nc,46764288839
pool_id_668,46096646397
hippo-pool.com,46072856146
ada.vnpips.com,45642704559
fluidtokens.com,45539836447
dk-lab.ml:6285,45453232467
puurrty.io,45266124695
moton.io,44560685766
AirAdaPool.com,44156012224
adacardano.cl,44004534006
cardanoclanns.io,43954583584
snowingada.io,43802914240
zeropercentstaking.com,43581979912
pool_id_5349,43165960508
begoodpool.com,43033677509
megastakepool.com,42976121838
happystaking.io,42513139105
cardaners.com,42436139424
marsbirds.art,42316846905
halostake.com,42141822562
frontierpool.com,42015055457
hodl4tesla.com,41667382112
bestadapool.com,41629078888
pool_id_2533,40459562385
transferium.io,40124052847
tigrpool.com,40043446837
nanyka.com,39895003235
anchorofhopepool.com,39629368620
redhorsepool.com,39538773941
blackrocket.space,39503673703
pasta-pool.com,39271029285
sites.google.com/view/mercy-charity-pool,39216902828
rkdn.app,38775512039
behemothpool.com,38294161665
tapioca.link/en/homepage,37968019098
kylek.online,37932825619
pool_id_1503,37755849359
samuraicardano.wixsite.com/ada-stake-pool,37739430214
drinkspool.com,37417221009
tesseraecrypto.com,37360129508
ravenadapool.github.io,37297447304
zerofeespool.com,37255707143
synk.energy,37172350432
begin.is,36592745884
holygrailstaking.com,36267003105
cardano.sd-net.org,36263791025
hawak.cloud,36131546628
xystence.com,36073000102
cpool.podzimek.org,35531270916
knightsofcardano.com,35423144721
cardturions.com,35392451029
xreactx.github.io,35158731178
bluehares.com,34867192657
incrypture-ada.com,34853775483
eutxo.net,33996691619
floki.com,32915149572
dharmapool.com,32693733552
pool_id_4768,32442452217
pool_id_3672,32376848729
adaimpulse.club,32228576648
whitelotuspool.com,31761336266
thuvienuocmo.org/en,31642003552
kriptolando.net,31321550931
pool_id_2145,31213465449
sockstake.io,31111197385
adaprizepool.com,31078354887
facebook.com/Freedom.Socal,31000499587
crazeekennee.com,30863165787
lowIQ.rocks/lowIQ.metadata.json,30697959999
route.net,30682798462
pool_id_957,30648988302
46s.au.ngrok.io,30600422700
darkartopia.art,30597581136
staking-ada.de,30533290134
restake.net,30508544012
pool_id_3027,30471557042
azeroth.xyz,30307301757
digitalarkpool.com,30048380070
raisondetrertb.art,29870003781
pool_id_1715,29681999080
thecatalyst.school,29207109614
sites.google.com/view/efectocardano,29050269928
puffinpool.com,29010903434
pool_id_3989,28893162406
kestrelpool.com,28850998561
pool_id_2861,28679053639
nobelware.com/Cardano,28169592595
cardanosolution.org,28072178129
aioniospool.com,27883075358
pool_id_4255,26970085886
twitter.com/LoFiStakePool,26913965918
stanleybarrel.com,26882454425
kairospool.azurewebsites.net,26625012024
node.thefatpenguin.com,26172047637
r.acuda.site/ada,26015395175
coloradomint.io,25644472948
taverncrypto.com,25555494769
pool_id_2442,25539160274
pool_id_2922,25504573032
pool_id_4561,25260930066
adapool.mokonet.com,24970010296
pool_id_4981,24912122142
antrixy.github.io,24884755184
voltpool.io,24621606702
pool_id_1983,24247807398
bitdax.io/senti,23760306102
github.com/Kassiel706,23588495903
spojapanguild.net,23572192196
5foldfinancial.com,23452425045
cardanus.net,23407797211
onepercentfeepool.wordpress.com,23289109701
bankpool.io,23157633518
ada-connect.com,22978750264
w3c.zone,22596196540
github.com/wwan888/ADA,22478152324
5hare-pool.5pecia1.dev,21937925585
tero-pool.jimdosite.com,21442410655
theoceancleanuppool.ch,21315037950
pool_id_3822,21172503898
verified.ventures/staking/1,20825937233
martestaking.eu,20697369833
wells-pool.com,20690769172
pool_id_2425,20684441149
holomorphix.xyz,20675471324
plusless.love/plusless-cardano-stake-pool,20502621742
git.io/JR2Vl,20461133742
ozgreen-cardano.com,20396060766
pool_id_338,20158706378
davidbeckham.com,20144844970
opendawn.com/DAWN,20134561807
harborstakepool.com,20063902760
pool_id_4825,19933760757
convergencepool.com,19640603255
cpoolsunited.com/pool?id=MINES,19556372252
bitfins.io,19411175174
Safestakela.com,19353990550
mauicardano.com,19135066116
ita50pool.com,18944700679
ezpz-sandbox.mxapps.io,18663223393
battleborgz.com,18182643673
rubypools.com,18178825783
cheaperpool.com,18016269868
pool_id_2382,17853779131
coachellavalleystakepool.com,17741314452
cardano-stake-pool-cologne.com,17610500918
rambopool.org,16718156592
lucy-pool.com,16479850082
cardano.garden,16424855969
teenytinypool.com,16140424628
vividpool.io,16040768538
pool_id_2994,15793119806
pool_id_3479,15768277545
cutt.ly/ADAGO-pool,15570936506
gappool.com,15499014755
brisnode-cardano.org,15483340623
pool_id_5734,15353472193
mcrypt.me,15351842619
burns.bardels.me,15340766614
allinonada.net,15104024701
tribepoolrocks.com,15102593213
pool_id_1621,15005560124
coinpayu.com,14999812542
cryptoicarus.com,14476153680
nordicstaking.se,14427791898
adapool.hst-soft.de,13517666517
pool_id_473,13456933998
ada-sauna.net,13384425687
pool_id_4380,13248131318
ada.userland.se,13219775210
euadapool.com,13217466016
adapool.jed.id.au,13205331795
lazerdye.org,13189835679
myadanode.com,13118010042
pool_id_4503,13102218292
pool_id_1578,13065537492
cardano.turingpool.io,13059551025
armada-alliance.com/stake-pools,12882867758
pool_id_1203,12843951114
alleycatmining.com,12745963551
prepareupool.io,12701101510
blockops.zone,12600256669
bamboo-pool.com,12562289414
bytepools.io,12560908982
spacecoins.io,12425804444
microstakepool.com,12252292972
cadenspool.com,12121163249
cryptocujo.com,12037639443
syntagma.capital,12030363385
0xisla.live,12029797600
merklestaking.io,12021113428
pool_id_982,11743099328
steelstaking.eu,11625848783
pool_id_4847,11607436781
theada.team,11536676262
brighterelectronicstaketechnology.com,11311395280
superpool.cash,11273564695
backtheblockchain.org/cardano-staking,11117162659
neocasbah.com,11083547903
jellypool.io,10973146558
arka.techcallidus.com,10854228146
themagicadapot.com,10742950758
twitter.com/beachadapool,10689052170
gachipool.com,10660361284
lucky777.io,10629977152
getwildr.github.io,10576257901
pool_id_5546,10573027034
fcp.marcelwettach.eu,10553793625
mornepool.com,10542004711
ada-swing.net,10457894741
arare.io,10423048453
pool_id_3573,10341439785
decentralizedreality.io,10340948398
quasarpool.github.io/pool,10324370808
primestakepool.com,10235182750
derpbirds.io,10219511388
pool_id_3288,10200319760
cryptopath.me,10175696117
adapool-europe.com,10151422344
pool.teknik.fr,10137954961
allcardano.com/staking,10097029715
aidapool.com.br,10096172344
pool_id_2471,10010883882
orcfax.io,10004411444
r89.io,10003616902
adapools.tech/henry,10000033939
twitter.com/RootYakisoba,9980666371
bitlamp.ch,9951043764
nuclearstake.io,9922374432
pool_id_3722,9665378771
cardanokitty.com,9485575516
grokism.com,9306845910
preeb.cloud,9296910683
token.stakepool.cc,9246349770
pool_id_2271,9245545780
fort.is,9113466488
EsquireAutos.ca,9102410911
carlworks.com,9010806374
DigitalHoney.io,8852109022
adastrium.io,8718645995
logiforge.com/cardano1,8704721724
ada.solutions2stake.com,8639608488
ace.tokendynamics.net,8631314979
pool_id_2819,8569559676
swiss-cardano-pool.web.app,8555571479
zbpool.github.io,8490580319
ironpool.net,8440084172
infinitepool.io,8430895292
ivpc.org,8341779419
perdix.xyz,8253953631
pool_id_3707,8247425397
digitxstakepool.com,8009081322
cryptocoffeebeans.com,7965109713
pool_id_4524,7894374983
mediumrarestake.com,7831333431
armada-alliance.co,7804730246
theregenerativefarmingpool.com,7742073221
cornerstonestakepool.com,7727136525
palebluedotpool.org,7705495240
goldcoastpool.org,7592536802
fujistakepool.com,7506800640
godel.club,7395261117
good4you.ru,7382105151
linkedin.com/company/puppool,7363599643
stakepool.ccccoin.io,7287637682
adascan.co.uk,7220305848
twitter.com/marumarutonton,7184276793
fourbrothersforada.com,7070749294
carbonpool.org,7005331917
secretdecks.com,6993703675
kryptoknechte.de,6992390064
enjoyadastaking.it,6988876799
airecardano.com,6947417307
galaxy-stakepool.com,6905160270
whimsy.tech,6736229216
pool_id_2915,6734321082
adaholycs.de,6673417203
cielstakepool.com,6669492514
lbcrypt.com,6640779501
sites.google.com/view/andromedaway,6582927715
pool_id_5129,6484587065
pool.yuli.us,6481489374
pool_id_6518,6431791717
sidan.io,6431347975
cardano-stake-pool.online,6235559617
pool_id_2710,6192921948
stackblock.github.io,6023184350
target-pool.com,6008222335
nftraffle.club,5962435274
stakemexico.io,5945300103
liapool.com,5929756486
rexstakepool.com,5922701064
facebook.com/zelda.stakepool,5911839531
jduquennoy.gitlab.io/jdfr-stake,5902168208
aerea.network,5865827814
twitter.com/ADA_CATS_meow,5805804939
aeropool.org,5729819308
globalstakingpool.com,5723044852
glowstake.com,5659990620
ada-pool.s3-website-us-east-1.amazonaws.com,5647630894
cardanofootballclub.com,5647231683
rpawstakepools.com,5628167745
pool_id_4995,5590748519
clean.watercontaminationdata.org,5585614991
anadapool.site,5561161287
high-pool.atwebpages.com,5524553302
pipemind.com,5478364979
xerberus.io,5436202818
pool_id_3008,5399069147
i-design.watson.jp,5390735775
pool_id_1255,5341736360
change.paradoxicalsphere.com,5313685435
pool_id_3667,5240448240
pool_id_2731,5221704218
equitystakepool.com,5114922901
pool_id_2531,5097623546
trap-pool.com/index.html,5060719070
pool_id_4279,5021439761
upandbyte.com,5018662003
adamountain.com,5009060140
koipond.xyz,5001526855
pool_id_420,4988631386
adazulpool.com,4975476956
vivrekado.de,4940063775
git.io/JuelI,4907458502
adamipool.com,4777568584
cybereye.fi,4767922558
sbwh.com.au/infinity-pool,4754707759
raspberry-stakepool.fr,4706531638
piestake.com,4686003952
pool_id_4837,4579530164
adakailabs.com,4557490354
twitter.com/simple_stake,4529837857
stakehaus.ca,4515762065
cardano.com.vn,4441969883
zodpool.com,4395085263
twitter.com/Blizzeffect,4336090852
twitter.com/yukiyukikomkom,4315216588
bspdefi.com,4286213886
riseuppool.com,4226888175
twitter.com/LottoLabs,4201590354
pool_id_4282,4098244613
adacanw.com,4095742493
pool_id_4320,4046708540
wecloud-pool.ddnsfree.com,4044017483
cardanowave.com,4040553687
amantis.club,3977154953
hendrikschmeer.de/crypto/pool,3969519067
adarockpool.com,3952825583
cardano.kleap.co,3949541197
larissa.health,3947667142
pooltool.io,3919591779
candlestake.com,3914912996
helloworldpool.com,3879975232
elevate-staking.com,3871684318
pool_id_1647,3866076017
facebook.com/profile.php?id=100088597645975,3832053442
twitter.com/adamantiumpool,3807649110
redbike.asia,3774271458
wallstreetstaking.com,3674806822
bridgebuilders.io,3641991492
pool_id_3338,3627705752
boricua-staking.com,3623122723
terryslair.com/cardano,3564715654
arkanopool.wordpress.com,3543709929
pool_id_5210,3541059129
hollandaisepool.nl,3502420645
pool_id_3454,3498451049
pool_id_5,3482646259
oceanofone.com,3445977114
pool_id_6818,3429625892
pool_id_1753,3396396549
pool.vertica.se,3395722799
freerangehumanity.com,3360713955
discord.gg/seDexvNZ,3315346446
pool_id_4936,3299591687
hicoin.ca,3264940971
facebook.com/vantoan.mai.7,3251280029
twitter.com/naonao_POOL,3184517673
global-harmony.live,3172407254
innovationsvault.com/INV_MetaData.json,3140508518
fixedvalue.com,3111297391
adacoinpool.com,3100645989
octivio.com,3099077060
1stcardanostakepoolofindiana.com,3093744999
LaurenOCrypto.com,3091379718
pool_id_3539,3009507338
duckpuddle.us,2987126772
pool_id_850,2920621038
github.com/wir3code,2869440505
hawaiicardano.com,2806229346
laninpool.com,2777695130
aus800.com.au,2763641936
fox-staking.com,2752688285
CardanoPark.com,2745858844
ursapool.com,2730832455
stakeops.com,2689502728
mydp3.com,2678775925
adaafrica.dittrex.com,2647043882
ada.markets,2602438876
cardano.creativedock.cloud,2568212709
cryptominingsunmalaga.com,2559137316
knockturnalley.io,2551225026
pool_id_3373,2548489559
BrazilPool.com,2546380601
neoply.io,2541262196
pool_id_2053,2532541028
armadillo-pool.org,2530593721
arigatopool.com,2527598125
nudiada.com,2517307792
calvagroup.net,2492146501
node4090.eu,2491888820
xc0de.io,2460115160
stakinghouse.com,2458306059
poolnet.io,2448589037
popupworld.co.uk/popupworldtoken,2408128062
rafflepool.net,2399203983
pool_id_3435,2342381143
cortexpool.io,2342124049
pool_id_6863,2321609884
stakemachine.net,2300398681
pool_id_5106,2293233363
sporepool.com,2273931246
git.io/JukXf,2256562616
pool_id_2632,2250458034
123hub.net,2192252474
sites.google.com/view/cardanoonthemoon/inicio,2173635727
pool_id_1373,2173026454
pool_id_4420,2172891811
pool_id_3825,2162167160
fideliostakepool.github.io,2153954331
facebook.com/tony.carin,2141719129
cardanoa1steak.com,2105657763
pool_id_4733,2101452241
xsyfer.com,2097621830
thechickenpool.space,2085425390
pool_id_5073,2075898226
raw.githubusercontent.com/aliesad/p/master/histk1.html,2073941606
pool_id_4163,2062083345
atocatl.github.io,2047223345
gist.github.com/urbal999,2046640231
vinaidol.com/ada,2043866091
adapools.org,2035728954
rainforestpool.org,2033733488
goalstaking.com,2032319809
chinablockchain.io,2024705879
pool_id_4581,2015436881
adastakeit.io,2015433009
pool_id_3964,2010436661
twitter.com/dddiiisss_SPO,2007224344
bmpool.online,2004653126
pool.stakenode.one,2000000000
irfada.co,1989993458
pixelblock.io,1981130855
pool_id_879,1967312227
l3labs.org,1946796143
pool_id_4062,1939452295
ada.661688.xyz,1937011867
adadeltapool.com,1923277484
github.com/nvhieu1978,1907853987
cryptoland.club,1893354467
pool_id_3445,1852648928
youtube.com/c/InGoodFortune,1845225224
artemispool.co.uk,1831850930
apnadb.com,1831459395
pool_id_3622,1827591660
pool_id_2296,1822684341
savoir-vivre-eco.github.io/ada-impact,1808521302
pool_id_3611,1803750610
cardano-ada.info,1766220128
inspirationpool.io,1739103467
everyblock.studio,1733813793
ecxtoken.io,1730691199
quantumenergytokens.com,1729423021
dawnstarcorporation.com,1711653735
sage3.org,1690502567
econoweb.be,1685515443
mtrxpools.com,1679949496
monsterstakepool.com,1652303744
pool.atdt.io,1593404708
pool.uplay.io,1588049383
bitpullstake.com,1571455502
vrits.nl,1568646268
cardano.devteam.inc,1561515198
hydrapool.io,1558082745
hwsp01.worldmirror.com,1544341958
pool_id_4284,1502821425
cardano.subnote.io,1501200000
tokyn.net,1501138949
higer-stakepool.com,1500600798
felizstakepool.com,1497611094
eguard.io,1481575926
sparkadapool.eu,1459545638
ipmcomputers.com,1442483670
stag-digital.webflow.io,1405326847
cardanoturkiye.org,1373296426
tofupool.io,1367478835
pool_id_3767,1367097607
zoomstakepool.com,1354324795
stumptownadapool.xyz,1347709184
adasurge.com,1340486162
blog.naver.com/shsfse/222301957216,1338969238
tiliaio.com,1313172885
icoresearchgroup.com,1298516313
pool_id_2236,1293493236
agrotcardano.com,1283457381
l.ondrac.cz/adapool,1282530275
pool_id_1579,1273621918
pool_id_4770,1257550057
elipool.com.au,1237309818
stakemana.com,1232444199
