pool_id,homepage
895,cardano.turingpool.io
897,staking-fm.site
905,cardanostaking.live
906,cardanostaking.live
913,nedscave.io
914,nedscave.io
924,fujistakepool.com
941,stake.care
943,cardanokitty.com
944,cardanokitty.com
946,fujistakepool.com
954,spirestaking.com
959,p2p.org
966,spirestaking.com
974,moonstake.io
975,moonstake.io
981,moonstake.io
986,crowdano.com
991,adacadabra.io
997,bytepools.io
998,bytepools.io
999,moonstake.io
1011,risecardano.com
1021,vincepool.com
1025,eosio.sg
1027,love2stake.com
1031,cryptoman.tech
1034,cryptoman.tech
1035,cryptoman.tech
1036,cryptoman.tech
1045,ratpoison.io
1046,ratpoison.io
1047,cryptoman.tech
1054,cryptoman.tech
1055,cryptoman.tech
1059,razorblock52.io
1062,cryptoman.tech
1068,aquapool.io
1077,huskypool.com
1078,stakepool-cardano.com
1084,eosio.sg
1085,banderini.net
1086,banderini.net
1087,nodeasy.com
1094,stakepool-cardano.com
1101,ceticompany.com
1106,adapool.ssmu.win
1110,adanet.io
1113,sites.google.com/view/mango-staking-pool
1119,twitter.com/omnidevops?s=09
1121,toast-pool.us
1125,twitter.com/omnidevops?s=09
1129,cardanomint.com
1140,ada-stakingpool.com
1142,fast-g-pool.com
1161,cardanocafe.org
1176,nu.fi
1184,bulletproofinvestingclub.com/index.html
1189,mtrxpools.com
1198,fast-g-pool.com
1200,cardanobrainpower.com
1206,razorblock52.io
1207,razorblock52.io
1208,cardanians.io
1225,mtrxpools.com
1241,cflowpool.com
1245,etoro.com
1246,etoro.com
1247,etoro.com
1252,cardanoscan.io
1271,armadastakepool.com
1275,yoyogi-pool.site
1296,hodlada.today
1323,pooltool.io/about
1324,pooltool.io/about
1357,thegoodnode.com
1361,cardanode.io
1368,thc-room335.com
1382,azureada.com
1383,emurgo.io
1386,wavegp.com
1387,p2p.org
1395,theswim.net
1414,digitalfortress.online
1417,alps.kalu.solutions
1418,tetrahapps.com
1433,foo.com
1436,ada.vnpips.com
1451,github.com/dndhdndh/pool
1452,github.com/dndhdndh/pool
1455,cardano.securestaking.io
1466,adaocean.com
1467,adaocean.com
1468,adaocean.com
1469,t.me/StakingADA
1470,stakecool.io
1471,stakecool.io
1472,stakecool.io
1474,0fee.club
1475,0fee.club
1476,0fee.club
1477,0fee.club
1478,0fee.club
1479,0fee.club
1480,0fee.club
1481,0fee.club
1482,0fee.club
1483,0fee.club
1484,stakepoolservice.com
1486,stakepoolservice.com
1487,stakepoolservice.com
1488,mantispool.net
1492,thc-room335.com
1494,popool.net
1495,git.io/JItdr
1496,adaverse.com
1501,stakepool.at
1505,nodenetworks.org
1509,leavethispool.now
1510,stakit.io
1512,publickey.co.jp
1513,cardanowithpaul.com
1515,dapp360.co/ada-stake-pool
1517,youtube.com/c/augustobackes
1518,1percentpool.eu
1519,1percentpool.eu
1520,1percentpool.eu
1521,1percentpool.eu
1522,1percentpool.eu
1523,1percentpool.eu
1524,1percentpool.eu
1525,1percentpool.eu
1526,1percentpool.eu
1527,1percentpool.eu
1528,1percentpool.eu
1529,nu.fi
1530,nu.fi
1532,boomada.com
1533,boomada.com
1534,cardano420.com
1536,ada63pool.com
1538,toast-pool.us
1541,everstake.one/cardano
1543,bloompool.io
1546,titanstaking.io
1548,cardano.ipclub29.com
1549,cardanoscan.io
1550,sipo.tokyo
1553,tokyostaker.com
1556,ada-stakingpool.com
1561,cardanoland.com
1570,planetstake.com
1571,garden-pool.com
1587,cardano.ipclub29.com
1588,kysenpool.io
1594,adapools.org
1599,scardano.io
1600,bloompool.io
1601,bloompool.io
1603,bloompool.io
1604,atomicwallet.io
1609,elitestakepool.com
1610,dapp360.co/ada-stake-pool
1611,cardanocanucks.com
1612,cardanocanucks.com
1615,adaverse.com
1619,ccj123.html.xdomain.jp
1620,ccj123.html.xdomain.jp
1623,sunnyada.io
1624,digitalfortress.online
1627,moonstake.io
1628,moonstake.io
1629,moonstake.io
1630,everstake.one/cardano
1631,everstake.one/cardano
1632,everstake.one/cardano
1637,nu.fi
1639,etoro.com
1641,etoro.com
1649,etoro.com
1650,etoro.com
1651,etoro.com
1652,etoro.com
1660,emurgo.io
1661,emurgo.io
1662,emurgo.io
1663,emurgo.io
1664,emurgo.io
1665,emurgo.io
1666,emurgo.io
1667,emurgo.io
1668,emurgo.io
1670,emurgo.io
1671,emurgo.io
1672,emurgo.io
1673,emurgo.io
1677,kaizencrypto.com
1684,adapilot.com
1689,staking-fm.site
1691,staking-fm.site
1692,staking-fm.site
1693,staking-fm.site
1695,garden-pool.com
1700,sipo.tokyo
1708,newm.io
1709,danteachescrypto.com/cardano-staking-pool
1714,cardano-education.com
1717,nu.fi
1726,azureada.com
1728,p2p.org
1732,goatstake.com
1738,bulletproofinvestingclub.com/index.html
1740,raynetwork.io
1745,twitter.com/Beastlyorion
1747,cardano.securestaking.io
1748,aquapool.io
1750,smilespool.com
1765,iohk.io
1766,iohk.io
1767,iohk.io
1768,iohk.io
1769,iohk.io
1770,iohk.io
1771,iohk.io
1772,iohk.io
1773,iohk.io
1774,iohk.io
1775,iohk.io
1776,iohk.io
1777,iohk.io
1778,iohk.io
1779,iohk.io
1780,iohk.io
1781,iohk.io
1782,iohk.io
1783,iohk.io
1784,iohk.io
1785,iohk.io
1786,iohk.io
1787,iohk.io
1788,iohk.io
1789,iohk.io
1790,iohk.io
1791,iohk.io
1792,iohk.io
1793,iohk.io
1794,iohk.io
1795,iohk.io
1796,iohk.io
1797,nordicpool.org
1800,cardano-pool.eu
1801,blackstarpool.com
1805,cheapstaking.com
1807,vincepool.com
1808,binance.com
1809,iohk.io
1811,binance.com
1812,binance.com
1813,binance.com
1814,binance.com
1815,binance.com
1816,binance.com
1817,binance.com
1818,binance.com
1819,binance.com
1820,binance.com
1821,binance.com
1822,binance.com
1827,binance.com
1829,atomicwallet.io
1842,nu.fi
1851,...
1856,307pool.com
1857,binance.com
1859,wavepool.digital
1862,can-ada.io
1867,adavault.com
1870,cardanians.io
1874,aichi-stakepool.com
1876,fimi.vn/ada
1903,nu.fi
1910,veganpool.org 
1913,cardanoland.com
1915,powerstakepool.com
1920,cardanocafe.org
1923,veganpool.org 
1925,onyxstakepool.com
1926,onyxstakepool.com
1927,foo.com
1928,ada63pool.com
1934,zenen.space
1942,nu.fi
1956,ada-swag.com
1957,publickey.co.jp
1958,adacadabra.io
1966,ada.vnpips.com
1974,everstake.one/cardano
1978,twitter.com/cardanodan
1982,git.io/JItdr
2006,hodlada.today
2020,binance.com
2021,binance.com
2022,binance.com
2023,binance.com
2024,binance.com
2025,binance.com
2026,binance.com
2027,binance.com
2028,binance.com
2029,binance.com
2030,binance.com
2031,binance.com
2032,binance.com
2033,binance.com
2034,binance.com
2047,digitalfortress.online
2048,digitalfortress.online
2049,digitalfortress.online
2050,digitalfortress.online
2054,crowdano.com
2060,nu.fi
2067,adastack.net
2068,babbagetrustadapool.com
2071,ada.ibexpool.com
2078,dew-stake.com
2085,bluecheesestakehouse.com
2086,bluecheesestakehouse.com
2087,bluecheesestakehouse.com
2088,bluecheesestakehouse.com
2090,adazulpool.com
2103,adaocean.com
2104,adaocean.com
2107,stakit.io
2125,mrnout-stakepool.com
2130,garden-pool.com
2131,garden-pool.com
2136,alps.kalu.solutions
2142,myadapoolnamerocks.com
2147,iohk.io
2155,danteachescrypto.com/cardano-staking-pool
2158,atomicwallet.io
2168,endeavorstakepools.com
2174,everstake.one/cardano
2191,mantispool.net
2201,tygar-pool.com
2213,love2stake.com
2222,scardano.io
2227,stakeforcake.com
2228,stakeforcake.com
2235,germanstaking.com
2241,masterstake.com
2242,goatstake.com
2247,nu.fi
2248,cardano-education.com
2249,goatstake.com
2257,goatstake.com
2258,goatstake.com
2263,unitegrity.com
2272,adastrong.com
2279,adacoinz.com
2287,bravostakepool.nl
2300,tetrahapps.com
2307,dutchpool.eu
2320,ada-stake.com
2332,zetetic.tech
2334,adacoinz.com
2338,nodeasy.com
2339,tetrahapps.com
2343,cardano.securestaking.io
2349,fimi.vn/ada
2351,twitter.com/Beastlyorion
2352,dew-stake.com
2361,babbagetrustadapool.com
2377,queensack.com
2380,kaizencrypto.com
2389,foo.foo.com
2400,queensack.com
2431,blackstarpool.com
2444,nordicpool.org
2453,wada.cash
2455,everstake.one/cardano
2459,dicfam01adapool.com
2465,cardanocafe.org
2472,cardanowithpaul.com
2476,everstake.one/cardano
2477,everstake.one/cardano
2507,dicfam01adapool.com
2512,stakit.io
2537,foo.com
2548,rpawstakepools.com
2553,tca.io
2560,1percentpool.eu
2562,1percentpool.eu
2563,1percentpool.eu
2580,crown-tech.co.jp/ctecstakepool
2589,binance.com
2590,binance.com
2591,binance.com
2592,binance.com
2595,binance.com
2596,binance.com
2597,binance.com
2598,binance.com
2599,binance.com
2600,binance.com
2601,binance.com
2602,binance.com
2603,binance.com
2615,binance.com
2623,1percentpool.eu
2625,planetstake.com
2629,nu.fi
2638,1percentpool.eu
2639,1percentpool.eu
2645,tigrpool.com
2656,adavault.com
2659,adavault.com
2674,tigrpool.com
2676,alps.kalu.solutions
2687,redskyresearch.com
2693,unitegrity.com
2695,moonstake.io
2697,moonstake.io
2698,moonstake.io
2702,github.com/desayuno11
2709,rpawstakepools.com
2727,bloompool.io
2728,bloompool.io
2729,redskyresearch.com
2730,germanstaking.com
2732,ratpoison.io
2733,ratpoison.io
2736,wada.cash
2743,nedscave.io
2744,nedscave.io
2750,stakewithnerd.com
2752,wada.cash
2754,nu.fi
2755,nu.fi
2756,nu.fi
2757,nu.fi
2758,nu.fi
2759,nu.fi
2760,cardanobrainpower.com
2763,ada.ibexpool.com
2777,swissqa.com
2779,adacoinprofits.com
2783,youtube.com/cryptocapitalventure
2790,mrnout-stakepool.com
2795,adacoinprofits.com
2801,triont.com
2812,swissqa.com
2817,my-adapool.com
2823,myada-pool.com
2847,cardino-ada.netlify.app
2864,xstakepool.com
2882,my-adapool.com
2899,youtube.com/c/augustobackes
2933,triont.com
2948,triont.com
2959,binance.com
2960,binance.com
2961,binance.com
2962,binance.com
2963,binance.com
2991,foo.com
3024,thegoodnode.com
3036,cardanocashpool.com
3037,cardanocashpool.com
3038,cardanocashpool.com
3039,cardanocashpool.com
3064,cflowpool.com
3094,wavepool.digital
3095,wavegp.com
3099,everstake.one/cardano
3105,pooltool.io
3123,myadapoolnamerocks.com
3142,spacecoins.io
3179,cardano-ada-staking-pool.com
3181,thc-room335.com
3201,youtube.com/channel/UCRvqjQPSeaWn-uEx-w0XOIg
3237,thc-room335.com/rama
3242,aichi-stakepool.com
3257,youtube.com/cryptocapitalventure
3261,google.com
3339,github.com/crest9999
3340,github.com/desayuno11
3350,twitter.com/kameido1
3354,myada-pool.com
3356,wavepool.digital
3407,vincepool.com
3424,muen-project.com
3426,crown-tech.co.jp/ctecstakepool
3430,twitter.com/kameido1
3440,cardano.org
3449,github.com/crest9999
3458,nu.fi
3465,blockdaemon.com
3484,huskypool.com
3491,github.com/crest9999
3507,youtube.com/cryptocapitalventure
3509,meld.com
3521,stake.care
3530,thegoodnode.com
3535,myadapoolnamerocks.com
3542,ukada.godaddysites.com
3550,zenen.space
3553,cardanode.io
3556,cardanocafe.org
3580,iagon.com
3581,decentralizedreality.io
3600,foo.com
3603,jettpools.io
3623,youtube.com/channel/UCRvqjQPSeaWn-uEx-w0XOIg
3625,raynetwork.io
3626,raynetwork.io
3641,myadapoolnamerocks.com
3653,maladex.com
3665,santoelectronics.com/santonode
3676,youtube.com/cryptocapitalventure
3684,jettpools.io
3697,foo.com
3725,adapools.org
3803,zpngstakepool.com
3827,adapilot.com
3831,myadapoolnamerocks.com
3841,cardano.securestaking.io
3843,adaly.io
3852,etoro.com
3853,etoro.com
3857,adapools.org
3868,wavegp.com
3899,wavegp.com
3925,t.me/StakingADA
3934,rbcstakepool.com
3952,0pctpools.com
3974,occam-x.fi
3984,nu.fi
3987,tca.io
4000,blockdaemon.com
4006,blockdaemon.com
4007,blockdaemon.com
4009,ergo-pool.com
4022,foo.com
4025,memepools.io
4040,cardano420.com
4065,memepools.io
4067,memepools.io
4070,yoyogi-pool.site
4072,memepools.io
4112,fimi.vn/ada
4121,thc-room335.com/rama
4140,cardanonodes.com
4145,stakebowl.io
4146,stakebowl.io
4147,stakebowl.io
4156,adarockpool.com
4158,ranket2.wordpress.com
4177,nu.fi
4182,aada.finance
4187,rbcstakepool.com
4191,onyxstakepool.com
4213,foo.com
4224,...
4260,etoro.com
4261,etoro.com
4262,etoro.com
4273,adaly.io
4283,raynetwork.io
4285,raynetwork.io
4306,cardano-ada-staking-pool.com
4312,iamx.id
4323,stakeada.kr
4324,stakebowl.io
4325,stakebowl.io
4337,spacecoins.io
4338,adapools.org
4348,maladex.com
4349,rraayy.com
4352,hosky.io
4353,mirqur.io
4355,rraayy.com
4359,daffytheducklingpool.com
4364,twitter.com/kameido1
4365,myadapoolnamerocks.com
4372,smilespool.com
4373,poapool.com
4374,coinbase.com/cloud
4419,foo.com
4438,orelvis15.github.io/pool
4450,wavepool.digital
4451,wavepool.digital
4452,wavepool.digital
4453,wavepool.digital
4475,maladex.com
4478,maladex.com
4481,maladex.com
4482,emurgo.io
4483,wavepool.digital
4484,stakecool.io
4485,ergo-pool.com
4489,wavepool.digital
4497,zpngstakepool.com
4520,cardanonodes.com
4529,memepools.io
4530,memepools.io
4531,memepools.io
4549,memepools.io
4550,memepools.io
4551,memepools.io
4553,memepools.io
4554,memepools.io
4555,memepools.io
4556,memepools.io
4568,memepools.io
4575,empowa.io
4579,stakepool.at
4588,hosky.io
4590,git.io/JItdr
4591,git.io/JItdr
4592,aada.finance
4593,youtube.com/channel/UCRvqjQPSeaWn-uEx-w0XOIg
4598,meld.com
4608,nordicpool.org
4609,memepools.io
4610,memepools.io
4611,memepools.io
4612,memepools.io
4613,memepools.io
4619,occam-x.fi
4627,youtube.com/channel/UCRvqjQPSeaWn-uEx-w0XOIg
4632,stakewithnerd.com
4640,aada.finance
4641,bluecheesestakehouse.com
4642,empowa.io
4644,git.io/JItdr
4646,stakit.io
4647,youtube.com/cryptocapitalventure
4649,davidbeckham.com
4651,genius-x.co
4652,anetabtc.io
4653,mirqur.io
4654,anetabtc.io
4655,davidbeckham.com
4657,atlasstakepool.com
4661,genius-x.co
4662,genius-x.co
4664,stakewithnerd.com
4673,nordicpool.org
4676,iamx.id
4677,iamx.id
4679,iamx.id
4684,maladex.com
4686,stakeada.kr
4699,myadapoolnamerocks.com
4703,daffytheducklingpool.com
4706,maladex.com
4711,cardanians.io
4712,genius-x.co
4714,dionysus-pool.io
4715,dionysus-pool.io
4716,dionysus-pool.io
4717,dionysus-pool.io
4718,dionysus-pool.io
4734,emurgo.io
4736,xstakepool.com
4749,stake-crypto.co.uk
4779,twitter.com/Rd7hrujn2Xv5FS2
4809,timmyverse.com
4812,foo.foo.com
4815,timmyverse.com
4819,anetabtc.io
4820,anetabtc.io
4826,cardano.org
4827,twitter.com/Rd7hrujn2Xv5FS2
4831,timmyverse.com
4834,cardanistas.io
4862,genius-x.co
4921,infiniastakepool.com
4932,cardanode.io
4937,orangeandblue.io
4940,blockdaemon.com
4941,blockdaemon.com
4942,blockdaemon.com
4968,foo.com
4982,stake.love
4989,wavepool.digital
4990,wavepool.digital
4991,wavepool.digital
5045,stake.love
5046,wavegp.com
5047,wavegp.com
5095,thc-room335.com/rama
5101,skylightpool.com
5102,iagon.com
5118,monsterstakepool.com
5128,myadapoolnamerocks.com
5139,iohk.io
5140,celsius.network
5141,celsius.network
5142,celsius.network
5143,google.com
5148,raynetwork.io
5149,raynetwork.io
5150,raynetwork.io
5154,flac.finance
5155,flac.finance
5160,myadapoolnamerocks.com
5161,gada.finance
5174,ranket2.wordpress.com
5191,etoro.com
5194,monsterstakepool.com
5196,gada.finance
5199,etoro.com
5200,etoro.com
5202,etoro.com
5203,etoro.com
5204,etoro.com
5205,etoro.com
5207,thc-room335.com
5221,validator.cex.io/ada
5223,validator.cex.io/ada
5232,thc-room335.com/rama
5256,republiccrypto.com
5263,republiccrypto.com
5271,stakebowl.io
5272,stakebowl.io
5431,bitpoint.co.jp
5448,thc-room335.com/rama
5472,larissa.health
5563,kiln.fi
5617,iagon.com
5618,raynetwork.io
5663,raynetwork.io
5666,p2p.org
5668,everstake.one/cardano
5679,stakepoolservice.com
5681,nu.fi
5682,myadapoolnamerocks.com
5700,coinbase.com/cloud
5703,orelvis15.github.io/pool
5752,newm.io
5802,larissa.health
5906,muen-project.com
5925,cswap.info
5926,cswap.info
6030,infiniastakepool.com
6111,adazulpool.com
6347,pooltool.io
6358,cardano.org
6381,santoelectronics.com/santonode
6431,bitpoint.co.jp
6453,cardano.org
6661,blog.naver.com/cardano-
6679,blog.naver.com/cardano-
6713,stake-crypto.co.uk
6773,swimmingpoolop.github.io/pools
6774,swimmingpoolop.github.io/pools
6775,swimmingpoolop.github.io/pools
6776,swimmingpoolop.github.io/pools
6777,swimmingpoolop.github.io/pools
6778,swimmingpoolop.github.io/pools
6779,swimmingpoolop.github.io/pools
6780,swimmingpoolop.github.io/pools
6781,swimmingpoolop.github.io/pools
6782,swimmingpoolop.github.io/pools
6783,swimmingpoolop.github.io/pools
6784,swimmingpoolop.github.io/pools
6785,swimmingpoolop.github.io/pools
6786,swimmingpoolop.github.io/pools
6787,swimmingpoolop.github.io/pools
6788,swimmingpoolop.github.io/pools
6789,swimmingpoolop.github.io/pools
6790,swimmingpoolop.github.io/pools
6791,swimmingpoolop.github.io/pools
6814,orangeandblue.io
6861,feel-mining.com
6868,kiln.fi
6869,kiln.fi
6870,kiln.fi
6873,upbit.com
6874,upbit.com
6875,upbit.com
6876,upbit.com
6877,upbit.com
6884,lionpool.io
6893,theplunge.io
6894,emurgo.io
6901,cardanode.io
6906,tiktok.com/@cardano.asia
6907,iagon.com
6909,muen-project.com
6920,infiniastakepool.com
6925,blockdaemon.com
6930,moonstake.io
6936,lionpool.io
6937,lionpool.io
6938,lionpool.io
6940,upbit.com
6941,upbit.com
6942,upbit.com
6943,upbit.com
6944,upbit.com
6946,tiktok.com/@cardano.asia
6967,binance.com/en/earn
6968,binance.com/en/earn
6969,binance.com/en/earn
6970,binance.com/en/earn
6971,binance.com/en/earn
6972,binance.com/en/earn
6973,binance.com/en/earn
6974,binance.com/en/earn
6975,binance.com/en/earn
6976,binance.com/en/earn
6977,binance.com/en/earn
6978,binance.com/en/earn
6979,binance.com/en/earn
6980,binance.com/en/earn
6981,binance.com/en/earn
6982,binance.com/en/earn
6983,binance.com/en/earn
6984,binance.com/en/earn
6985,binance.com/en/earn
6986,binance.com/en/earn
6987,binance.com/en/earn
6988,binance.com/en/earn
6989,binance.com/en/earn
6990,binance.com/en/earn
6991,binance.com/en/earn
6992,binance.com/en/earn
6993,binance.com/en/earn
6994,binance.com/en/earn
6995,binance.com/en/earn
6996,binance.com/en/earn
6997,binance.com/en/earn
6998,binance.com/en/earn
7002,tvvin.com
7003,tvvin.com
7008,rockx.com
7009,newm.io
7011,tygar-pool.com
7012,feel-mining.com
7014,theplunge.io
7025,lionpool.io
7031,rockx.com
7032,rockx.com
7035,rockx.com
7036,rockx.com
7037,rockx.com
